,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
135,The Ramco Cements Limited,RAMCOCEM,The Ramco Cements Limited,Active,A ,1.00,INE331A01037,Construction Materials,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
136,"Mafatlal Industries Ltd.,",MAFATIND,MAFATLAL INDUSTRIES LTD.-$,Active,X ,10.00,INE270B01027,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
137,Maharashtra Seamless Ltd.,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,A ,5.00,INE271B01025,Capital ods,Equity,Industrials,Capital ods,IN070205,Iron & Steel Products,
138,"Maharashtra Scooters Ltd.,",MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Active,A ,10.00,INE288A01013,Financial Services,Equity,Financial Services,Financial Services,Finance,Investment Company,
139,"Majestic Auto Ltd.,",MAJESAUT,MAJESTIC AUTO LTD.-$,Active,X ,10.00,INE201B01022,Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
140,"Manali Petrochemicals Ltd.,",MANALIPETC,MANALI PETROCHEMICAL LTD.,Active,B ,5.00,INE201A01024,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,
141,Max Financial Services Limited,MFSL,Max Financial Services Ltd,Active,A ,2.00,INE180A01020,Financial Services,Equity,Financial Services,Financial Services,Insurance,Life Insurance,
142,Mid India Industries Limited,MIDINDIA,MID INDIA INDUSTRIES LTD.,Active,XT,10.00,INE401C01018,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
143,Mirc Electronics Ltd,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,B ,1.00,INE831A01028,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,
144,"Century Enka Ltd.,",CENTENKA,CENTURY ENKA LTD.,Active,B ,10.00,INE485A01015,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
145,Lords Chloro Alkali Ltd,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,X ,10.00,INE846D01012,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
146,SpiceJet Limited,SPICEJET,SPICEJET LTD.,Active,A ,10.00,INE285B01017,Services,Equity,Services,Services,Transport Services,Airline,
147,Morepen Laboratories Ltd.,MOREPENLAB,MOREPEN LABORATORIES LTD.,Active,A ,2.00,INE083A01026,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
148,"M.R.F. Ltd.,",MRF,MRF LTD.,Active,A ,10.00,INE883A01011,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,
149,HeidelbergCement  India Limited,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,Active,A ,10.00,INE578A01017,Construction Materials,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
150,NCC Limited,NCC,NCC Limited,Active,A ,2.00,INE868B01028,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
151,Vedanta Limited,VEDL,Vedanta Limited,Active,A ,1.00,INE205A01025,Metals & Mining,Equity,Commodities,Metals & Mining,Diversified Metals,Diversified Metals,
152,"Nahar Spinning Mills Ltd.,",NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,T ,5.00,INE290A01027,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
153,National Peroxide Ltd.,NATPEROX,NATIONAL PEROXIDE LTD.,Active,B ,10.00,INE585A01020,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
154,"Grasim Industries Ltd.,",GRASIM,GRASIM INDUSTRIES LTD.,Active,A ,2.00,INE047A01021,Construction Materials,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
155,Piramal Enterprises Limited,PEL,PIRAMAL ENTERPRISES LTD.,Active,A ,2.00,INE140A01024,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
156,"NIIT Ltd.,",NIITLTD,NIIT LTD.,Active,A ,2.00,INE161A01038,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,
157,Jaykay Enterprises Limited,JAYKAY,JAYKAY ENTERPRISES LTD.,Active,X ,1.00,INE903A01025,Financial Services,Equity,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",
158,"Nirlon Limited,",NIRLON,NIRLON LTD.,Active,B ,10.00,INE910A01012,Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
159,Oil And Natural Gas Corporation Ltd,ONGC,Oil and Natural Gas Corporation Ltd,Active,A ,5.00,INE213A01029,Oil- Gas & Consumable Fuels,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,
160,Oil Country Tubular Ltd.,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,Active,B ,10.00,INE591A01010,Oil- Gas & Consumable Fuels,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services,
161,"Oriental Hotels Ltd.,",ORIENTHOT,ORIENTAL HOTELS LTD.,Active,B ,1.00,INE750A01020,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,
162,"Oswal Agro Mills Ltd.,",OSWALAGRO,OSWAL AGRO MILLS LTD.,Active,B ,10.00,INE142A01012,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
163,Indian Sucrose Ltd.,INDSUCR,INDIAN SUCROSE LTD.,Active,X ,10.00,INE557C01017,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Sugar,
164,Reliance Industries Ltd,RELIANCE,RELIANCE INDUSTRIES LTD.,Active,A ,10.00,INE002A01018,Oil- Gas & Consumable Fuels,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,
165,Pil Italica Lifestyle Limited,PILITA,Pil Italica Lifestyle Ltd,Active,B ,1.00,INE600A01035,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,
166,Raymond Limited,RAYMOND,RAYMOND LTD.,Active,A ,10.00,INE301A01014,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
167,Pidilite Industries Ltd.,PIDILITIND,PIDILITE INDUSTRIES LTD.,Active,A ,1.00,INE318A01026,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
168,"Pix Transmissions Ltd.,",PIXTRANS,PIX TRANSMISSIONS LTD.,Active,B ,10.00,INE751B01018,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,
169,Birla Corporation Ltd.,BIRLACORPN,BIRLA CORPORATION LTD.,Active,A ,10.00,INE340A01012,Construction Materials,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
170,"Surya Roshni Ltd.,",SURYAROSNI,SURYA ROSHNI LTD.,Active,A ,10.00,INE335A01012,Capital ods,Equity,Industrials,Capital ods,IN070205,Iron & Steel Products,
171,Prime Securities Ltd.,PRIMESECU,PRIME SECURITIES LTD.,Active,B ,5.00,INE032B01021,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
172,PRISM JOHNSON LIMITED.,PRSMJOHNSN,Prism Johnson Ltd,Active,A ,10.00,INE010A01011,Construction Materials,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
173,Rain Industries Limited,RAIN,Rain Industries Ltd,Active,A ,2.00,INE855B01025,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,
174,AMJ LAND HOLDINGS LIMITED,AMJLAND,AMJ Land Holdings Ltd,Active,B ,2.00,INE606A01024,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
175,Punjab Communications Limited,PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,Active,B ,10.00,INE609A01010,Telecommunication,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,
176,RSWM Limited,RSWM,RSWM LTD.,Active,B ,10.00,INE611A01016,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
177,"Rajshree Sugars & Chemicals Ltd.,",RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,Active,B ,10.00,INE562B01019,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Sugar,
178,Rallis India Ltd,RALLIS,RALLIS INDIA LTD.,Active,A ,1.00,INE613A01020,Chemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,
179,Shree Rama Newsprint Limited,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,Active,B ,10.00,INE278B01020,Forest Materials,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,
180,Rama Petrochemicals Ltd,RAMAPETRO,RAMA PETROCHEMICALS LTD.,Active,X ,10.00,INE783A01013,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
181,"Rapicut Carbides Ltd.,",RAPICUT,RAPICUT CARBIDES LTD.,Active,X ,10.00,INE350D01015,Capital ods,Equity,Industrials,Capital ods,Industrial Manufacturing,Industrial Machinery,
182,WELSPUN SPECIALTY SOLUTIONS LIMITED,WELSPLSOL,Welspun Specialty Solutions Ltd,Active,X ,6.00,INE731F01037,Capital ods,Equity,Industrials,Capital ods,IN070205,Iron & Steel Products,
183,"Rolta India Ltd.,",ROLTA,ROLTA INDIA LTD.,Active,T ,10.00,INE293A01013,Information Technology,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
184,Rubfila International Ltd.,RUBFILA,RUBFILA INTERNATIONAL LTD.,Active,X ,5.00,INE642C01025,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,
185,Ruchi Soya Industries ltd.,RUCHISOYA,RUCHI SOYA INDUSTRIES LTD.,Active,B ,2.00,INE619A01035,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Edible Oil,
186,Salora International Limited,SALORAINTL,SALORA INTERNATIONAL LTD.,Active,X ,10.00,INE924A01013,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
187,Jindal Saw Ltd.,JINDALSAW,JINDAL SAW LTD.,Active,A ,2.00,INE324A01024,Capital ods,Equity,Industrials,Capital ods,IN070205,Iron & Steel Products,
188,JK Lakshmi Cement Limited,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Active,A ,5.00,INE786A01032,Construction Materials,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
189,"Shree Cements Ltd.,",SHREECEM,SHREE CEMENT LTD.,Active,A ,10.00,INE070A01015,Construction Materials,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
190,Shree Krishna Paper Mills & Industr,SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,Active,XT,10.00,INE970C01012,Forest Materials,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,
191,Reliance Infrastructure Ltd,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,Active,B ,10.00,INE036A01016,Power,Equity,Utilities,Power,Power,Electric Utilities,
192,Tata Power Co. Ltd,TATAPOWER,TATA POWER CO.LTD.,Active,A ,1.00,INE245A01021,Power,Equity,Utilities,Power,Power,Electric Utilities,
193,SPML Infra Limited,SPMLINFRA,SPML Infra Limited,Active,B ,2.00,INE937A01023,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
194,"Sundram Fasteners Ltd.,",SUNDRMFAST,SUNDRAM FASTENERS LTD.,Active,A ,1.00,INE387A01021,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Fastener,
195,"Sunflag Iron & Steel Co. Ltd.,",SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,Active,A ,10.00,INE947A01014,Metals & Mining,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,
196,Supreme Petrochem Ltd.,SUPPETRO,SUPREME PETROCHEM LTD.,Active,A ,10.00,INE663A01017,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,
197,Swaraj Engines Ltd.,SWARAJENG,SWARAJ ENGINES LTD.,Active,A ,10.00,INE277A01016,Capital ods,Equity,Industrials,Capital ods,IN070205,Diesel Engines,
198,Tata Elxsi Ltd,TATAELXSI,TATA ELXSI LTD.,Active,A ,10.00,INE670A01012,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
199,ACC Ltd,ACC,ACC LTD.,Active,A ,10.00,INE012A01025,Construction Materials,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
200,Thermax Ltd.,THERMAX,THERMAX LTD.,Active,A ,2.00,INE152A01029,Capital ods,Equity,Industrials,Capital ods,Electrical Equipment,Heavy Electrical Equipment,
201,"Thirumalai Chemicals Ltd.,",TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,A ,1.00,INE338A01024,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
202,"Thomas Cook (India) Ltd.,",THOMASCOOK,THOMAS COOK (INDIA) LTD.,Active,A ,1.00,INE332A01027,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",
203,Timex Group India Ltd,TIMEX,TIMEX GROUP INDIA LTD.-$,Active,X ,1.00,INE064A01026,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
204,Tokyo Plast International Ltd.,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,Active,B ,10.00,INE932C01012,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,
205,Torrent Pharmaceuticals Ltd.,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Active,A ,5.00,INE685A01028,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
206,Transchem Limited.,TRANSCHEM,TRANSCHEM LTD.-$,Active,X ,10.00,INE019B01010,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
207,Ambuja Cements Ltd.,AMBUJACEM,AMBUJA CEMENTS LTD.,Active,A ,2.00,INE079A01024,Construction Materials,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
208,UTL Industries Limited,UTLINDS,UTL Industries Limited,Active,X ,1.00,INE184E01024,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
209,Uniphos Enterprises Limited.,UNIPHOS,UNIPHOS ENTERPRISES LTD.,Active,B ,2.00,INE037A01022,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,
210,Vardhman Holdings Limited,VHL,VARDHMAN HOLDINGS LTD.,Active,B ,10.00,INE701A01023,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
211,Hindalco Industries Ltd.,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A ,1.00,INE038A01020,Metals & Mining,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,
212,West Coast Paper Mills Limited,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,Active,A ,2.00,INE976A01021,Forest Materials,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,
213,"Hindustan Organic Chemicals Ltd.,",HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Active,B ,10.00,INE048A01011,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
214,MPIL CORPORATION LIMITED,MPILCORPL,MPIL CORPORATION LTD.,Active,X ,10.00,INE844C01027,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
215,Pasupati Acrylon Ltd.,PASUPTAC,PASUPATI ACRYLON LTD.,Active,B ,10.00,INE818B01023,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,
216,Kore Foods Limited,KORE,Kore Foods Ltd,Active,XT,10.00,INE601A01017,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Food Products,Other Food Products,
217,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Active,A ,10.00,INE179A01014,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Personal Products,Personal Care,
218,"Mukand Ltd.,",MUKANDLTD,MUKAND LTD.,Active,B ,10.00,INE304A01026,Metals & Mining,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,
219,BLACK BOX LIMITED,BBOX,Black Box Ltd,Active,A ,10.00,INE676A01019,Information Technology,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
220,"Ucal Fuel Systems Ltd.,",UCALFUEL,UCAL FUEL SYSTEMS LTD.,Active,B ,10.00,INE139B01016,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
221,"Harrisons Malayalam Ltd.,",HARRMALAYA,HARRISONS MALAYALAM LTD.,Active,B ,10.00,INE544A01019,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Tea & Coffee,
222,Federal Bank Ltd.,FEDERALBNK,FEDERAL BANK LTD.,Active,A ,2.00,INE171A01029,Financial Services,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
223,TATA STEEL LIMITED,TATASTEEL,TATA STEEL LTD.,Active,A ,10.00,INE081A01012,Metals & Mining,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,
224,SKF India Ltd.,SKFINDIA,SKF India Ltd,Active,A ,10.00,INE640A01023,Capital ods,Equity,Industrials,Capital ods,IN070205,Bearings,
225,"Ashok Leyland Ltd.,",ASHOKLEY,ASHOK LEYLAND LTD.,Active,A ,1.00,INE208A01029,Capital ods,Equity,Industrials,Capital ods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,
226,"Cummins India Ltd.,",CUMMINSIND,CUMMINS INDIA LTD.,Active,A ,2.00,INE298A01020,Capital ods,Equity,Industrials,Capital ods,IN070205,Diesel Engines,
227,Tata Communications Limited,TATACOMM,TATA COMMUNICATIONS LTD.,Active,A ,10.00,INE151A01013,Telecommunication,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,
228,Abbott India Ltd.,ABBOTINDIA,ABBOTT INDIA LTD.,Active,A ,10.00,INE358A01014,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
229,Bajaj Holdings & Investment Limited,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,Active,A ,10.00,INE118A01012,Financial Services,Equity,Financial Services,Financial Services,Finance,Holding Company,
230,Bharat Forge Ltd,BHARATFORG,BHARAT FORGE LTD.,Active,A ,2.00,INE465A01025,Capital ods,Equity,Industrials,Capital ods,IN070205,Castings & Forgings,
231,"Escorts Limited,",ESCORTS,ESCORTS LTD.,Active,A ,10.00,INE042A01014,Capital ods,Equity,Industrials,Capital ods,"Agricultural, Commercial & Construction Vehicles",Tractors,
232,"Hindustan Motors Ltd.,",HINDMOTORS,HINDUSTAN MOTORS LTD.,Active,B ,5.00,INE253A01025,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,
233,Larsen & Toubro Limited,LT,LARSEN & TOUBRO LTD.,Active,A ,2.00,INE018A01030,Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
234,Mahindra & Mahindra Ltd.,M&M,MAHINDRA & MAHINDRA LTD.,Active,A ,5.00,INE101A01026,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,
235,Bosch Ltd,BOSCHLTD,BOSCH LTD.,Active,A ,10.00,INE323A01026,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
236,Premier Limited,PREMIER,PREMIER LTD.,Active,B ,10.00,INE342A01018,Capital ods,Equity,Industrials,Capital ods,Industrial Manufacturing,Engineering & Construction products,
237,"Bharat Petroleum Corpn. Ltd.,",BPCL,BHARAT PETROLEUM CORPORATION LTD.,Active,A ,10.00,INE029A01011,Oil- Gas & Consumable Fuels,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,
238,"Siemens Ltd.,",SIEMENS,SIEMENS LTD.,Active,A ,2.00,INE003A01024,Capital ods,Equity,Industrials,Capital ods,Electrical Equipment,Heavy Electrical Equipment,
239,Tata Motors Ltd.,TATAMOTORS,TATA MOTORS LTD.,Active,A ,2.00,INE155A01022,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,
240,"Voltas Ltd.,",VOLTAS,VOLTAS LTD.,Active,A ,1.00,INE226A01021,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Air Conditioner,
241,"Great Eastern Shipping Co. Ltd.,",GESHIP*,GREAT EASTERN SHIPPING CO.LTD.,Active,A ,10.00,INE017A01032,Services,Equity,Services,Services,Transport Services,Shipping,
